PassengerId,Survived,Pclass,Sex,Age,Company,Fare,Cabin,Embarked,Title
419,0,2,male,Young Adult,Alone,2.6390573296152584,M,S,Mr
420,0,3,female,Child,Family,3.224857896545748,M,S,Miss
421,0,3,male,Young Adult,Alone,2.1855792552411137,M,C,Mr
422,0,3,male,Young Adult,Alone,2.167143305297764,M,Q,Mr
423,0,3,male,Young Adult,Alone,2.1832383353614797,M,S,Mr
424,0,3,female,Young Adult,Family,2.7343675094195836,M,S,Mrs
425,0,3,male,Child,Family,3.0545906305603445,M,S,Mr
426,0,3,male,Young Adult,Alone,2.1102132003465894,M,S,Mr
427,1,2,female,Young Adult,Family,3.295836866004329,M,S,Mrs
428,1,2,female,Child,Alone,3.295836866004329,M,S,Miss
429,0,3,male,Young Adult,Alone,2.169053700369523,M,Q,Mr
430,1,3,male,Adult,Alone,2.2027647577118348,Other,S,Mr
431,1,1,male,Young Adult,Alone,3.3160025355989236,Other,S,Mr
432,1,3,female,Young Adult,Family,2.8390784635086144,M,S,Mrs
433,1,2,female,Adult,Family,3.295836866004329,M,S,Mrs
434,0,3,male,Child,Alone,2.094945728215801,M,S,Mr
435,0,1,male,Adult,Family,4.041295341132285,Other,S,Mr
436,1,1,female,Child,Family,4.795790545596741,Other,S,Miss
437,0,3,female,Young Adult,Family,3.5660053559634015,M,S,Miss
438,1,2,female,Young Adult,Family,2.9831534913471307,M,S,Mrs
439,0,1,male,Adult,Family,5.575949103146316,Other,S,Mr
440,0,2,male,Adult,Alone,2.4423470353692043,M,S,Mr
441,1,2,female,Adult,Family,3.305053521109253,M,S,Mrs
442,0,3,male,Child,Alone,2.3513752571634776,M,S,Mr
443,0,3,male,Young Adult,Family,2.1719067693519296,M,S,Mr
444,1,2,female,Young Adult,Alone,2.6390573296152584,M,S,Other
445,1,3,male,Young Adult,Alone,2.2096470973347766,M,S,Mr
446,1,1,male,Infant,Family,4.417131919904876,Other,S,Master
447,1,2,female,Child,Family,3.0204248861443626,M,S,Miss
448,1,1,male,Adult,Alone,3.3160025355989236,M,S,Mr
449,1,3,female,Infant,Family,3.0085645861193133,M,C,Miss
450,1,1,male,Adult,Alone,3.449987545831587,Other,S,Other
451,0,2,male,Adult,Family,3.3586377672433594,M,S,Mr
452,0,3,male,Young Adult,Family,3.0429354648621407,M,S,Mr
453,0,1,male,Young Adult,Alone,3.3586377672433594,Other,C,Mr
454,1,1,male,Adult,Family,4.500966778400217,Other,C,Mr
455,0,3,male,Young Adult,Alone,2.2027647577118348,M,S,Mr
456,1,3,male,Young Adult,Alone,2.1855792552411137,M,C,Mr
457,0,1,male,Adult,Alone,3.3160025355989236,Other,S,Mr
458,1,1,female,Young Adult,Family,3.967694202798607,Other,S,Mrs
459,1,2,female,Adult,Alone,2.4423470353692043,M,S,Miss
460,0,3,male,Young Adult,Alone,2.169053700369523,M,Q,Mr
461,1,1,male,Adult,Alone,3.3160025355989236,Other,S,Mr
462,0,3,male,Adult,Alone,2.2027647577118348,M,S,Mr
463,0,1,male,Adult,Alone,3.676300671907076,Other,S,Mr
464,0,2,male,Adult,Alone,2.6390573296152584,M,S,Mr
465,0,3,male,Young Adult,Alone,2.2027647577118348,M,S,Mr
466,0,3,male,Adult,Alone,2.0856720914304723,M,S,Mr
467,0,2,male,Young Adult,Alone,0.0,M,S,Mr
468,0,1,male,Adult,Alone,3.3160025355989236,M,S,Mr
469,0,3,male,Young Adult,Alone,2.1661924680884908,M,Q,Mr
470,1,3,female,Infant,Family,3.0085645861193133,M,C,Miss
471,0,3,male,Young Adult,Alone,2.1102132003465894,M,S,Mr
472,0,3,male,Adult,Alone,2.2682524139135403,M,S,Mr
473,1,2,female,Adult,Family,3.3586377672433594,M,S,Mrs
474,1,2,female,Young Adult,Alone,2.694066212646058,Other,C,Mrs
475,0,3,female,Young Adult,Alone,2.3830123421066602,M,S,Miss
476,0,1,male,Young Adult,Alone,3.970291913552122,Other,S,Mr
477,0,2,male,Adult,Family,3.091042453358316,M,S,Mr
478,0,3,male,Young Adult,Family,2.0851502161468174,M,S,Mr
479,0,3,male,Young Adult,Alone,2.142510233146819,M,S,Mr
480,1,3,female,Infant,Family,2.586823743668066,M,S,Miss
481,0,3,male,Child,Family,3.8691155044168695,M,S,Master
482,0,2,male,Young Adult,Alone,0.0,M,S,Mr
483,0,3,male,Adult,Alone,2.2027647577118348,M,S,Mr
484,1,3,female,Adult,Alone,2.3596740599781727,M,S,Mrs
485,1,1,male,Young Adult,Family,4.5226490762785785,Other,C,Mr
486,0,3,female,Young Adult,Family,3.275887339030031,M,S,Miss
487,1,1,female,Adult,Family,4.51085950651685,Other,S,Mrs
488,0,1,male,Adult,Alone,3.4242626545931514,Other,C,Mr
489,0,3,male,Young Adult,Alone,2.2027647577118348,M,S,Mr
490,1,3,male,Child,Family,2.8273136219290276,M,S,Master
491,0,3,male,Young Adult,Family,3.0429354648621407,M,S,Mr
492,0,3,male,Young Adult,Alone,2.1102132003465894,M,S,Mr
493,0,1,male,Adult,Alone,3.449987545831587,Other,S,Mr
494,0,1,male,Senior,Alone,3.922056501139853,M,C,Mr
495,0,3,male,Young Adult,Alone,2.2027647577118348,M,S,Mr
496,0,3,male,Young Adult,Alone,2.738146075922933,M,C,Mr
497,1,1,female,Adult,Family,4.37281811610993,Other,C,Miss
498,0,3,male,Young Adult,Alone,2.7788192719904172,M,S,Mr
499,0,1,female,Young Adult,Family,5.027492411162679,Other,S,Mrs
500,0,3,male,Young Adult,Alone,2.174274334826008,M,S,Mr
501,0,3,male,Child,Alone,2.2682524139135403,M,S,Mr
502,0,3,female,Young Adult,Alone,2.169053700369523,M,Q,Miss
503,0,3,female,Young Adult,Alone,2.155151800914312,M,Q,Miss
504,0,3,female,Adult,Alone,2.3596740599781727,M,S,Miss
505,1,1,female,Child,Alone,4.471638793363569,Other,S,Miss
506,0,1,male,Child,Family,4.699570861409576,Other,C,Mr
507,1,2,female,Adult,Family,3.295836866004329,M,S,Mrs
508,1,1,male,Young Adult,Alone,3.3160025355989236,M,S,Mr
509,0,3,male,Young Adult,Alone,3.1580636854714434,M,S,Mr
510,1,3,male,Young Adult,Alone,4.05171190165724,M,S,Mr
511,1,3,male,Young Adult,Alone,2.169053700369523,M,Q,Mr
512,0,3,male,Young Adult,Alone,2.2027647577118348,M,S,Mr
513,1,1,male,Adult,Alone,3.3064287218760624,Other,S,Mr
514,1,1,female,Adult,Family,4.100989104940769,M,C,Mrs
515,0,3,male,Young Adult,Alone,2.139571923732859,M,S,Mr
516,0,1,male,Adult,Alone,3.5559421706858756,Other,S,Mr
517,1,2,female,Adult,Alone,2.4423470353692043,Other,S,Mrs
518,0,3,male,Young Adult,Alone,3.224857896545748,M,Q,Mr
519,1,2,female,Adult,Family,3.295836866004329,M,S,Mrs
520,0,3,male,Adult,Alone,2.1855792552411137,M,S,Mr
521,1,1,female,Young Adult,Alone,4.548599834499697,Other,S,Miss
522,0,3,male,Young Adult,Alone,2.1855792552411137,M,S,Mr
523,0,3,male,Young Adult,Alone,2.1071782966514356,M,C,Mr
524,1,1,female,Adult,Family,4.077184839375167,Other,C,Mrs
525,0,3,male,Young Adult,Alone,2.1076888046179385,M,C,Mr
526,0,3,male,Adult,Alone,2.169053700369523,M,Q,Mr
527,1,2,female,Adult,Alone,2.4423470353692043,M,S,Miss
528,0,1,male,Young Adult,Alone,5.406181146423973,Other,S,Mr
529,0,3,male,Adult,Alone,2.188856327665703,M,S,Mr
530,0,2,male,Young Adult,Family,2.5257286443082556,M,S,Mr
531,1,2,female,Infant,Family,3.295836866004329,M,S,Miss
532,0,3,male,Young Adult,Alone,2.1076888046179385,M,C,Mr
533,0,3,male,Child,Family,2.1076888046179385,M,C,Mr
534,1,3,female,Young Adult,Family,3.1509523813392697,M,C,Mrs
535,0,3,female,Young Adult,Alone,2.2682524139135403,M,S,Miss
536,1,2,female,Child,Family,3.305053521109253,M,S,Miss
537,0,1,male,Adult,Alone,3.3160025355989236,Other,S,Other
538,1,1,female,Young Adult,Alone,4.676792929661059,M,C,Miss
539,0,3,male,Young Adult,Alone,2.740840023925201,M,S,Mr
540,1,1,female,Young Adult,Family,3.9219733362813143,Other,C,Miss
541,1,1,female,Adult,Family,4.276666119016055,Other,S,Miss
542,0,3,female,Child,Family,3.4742929367327062,M,S,Miss
543,0,3,female,Child,Family,3.4742929367327062,M,S,Miss
544,1,2,male,Adult,Family,3.295836866004329,M,S,Mr
545,0,1,male,Adult,Family,4.676792929661059,Other,C,Mr
546,0,1,male,Adult,Alone,3.295836866004329,M,S,Mr
547,1,2,female,Child,Family,3.295836866004329,M,S,Mrs
548,1,2,male,Young Adult,Alone,2.6988412620169004,M,C,Mr
549,0,3,male,Adult,Family,3.0692150503137943,M,S,Mr
550,1,2,male,Child,Family,3.6309854756950335,M,S,Master
551,1,1,male,Child,Family,4.717456363787216,Other,C,Mr
552,0,2,male,Young Adult,Alone,3.295836866004329,M,S,Mr
553,0,3,male,Young Adult,Alone,2.17806441028492,M,Q,Mr
554,1,3,male,Young Adult,Alone,2.1071782966514356,M,C,Mr
555,1,3,female,Young Adult,Alone,2.1719067693519296,M,S,Miss
556,0,1,male,Adult,Alone,3.3160025355989236,M,S,Mr
557,1,1,female,Adult,Family,3.703768066607687,Other,C,Other
558,0,1,male,Young Adult,Alone,5.4316456135398825,M,C,Mr
559,1,1,female,Adult,Family,4.390118804571218,Other,S,Mrs
560,1,3,female,Adult,Family,2.91235066461494,M,S,Mrs
561,0,3,male,Young Adult,Alone,2.169053700369523,M,Q,Mr
562,0,3,male,Adult,Alone,2.1855792552411137,M,S,Mr
563,0,2,male,Young Adult,Alone,2.6741486494265287,M,S,Mr
564,0,3,male,Young Adult,Alone,2.2027647577118348,M,S,Mr
565,0,3,female,Young Adult,Alone,2.2027647577118348,M,S,Miss
566,0,3,male,Young Adult,Family,3.224857896545748,M,S,Mr
567,0,3,male,Child,Alone,2.1855792552411137,M,S,Mr
568,0,3,female,Young Adult,Family,3.0944457464900235,M,S,Mrs
569,0,3,male,Young Adult,Alone,2.1076888046179385,M,C,Mr
570,1,3,male,Adult,Alone,2.180891922715322,M,S,Mr
571,1,2,male,Adult,Alone,2.4423470353692043,M,S,Mr
572,1,1,female,Adult,Family,3.960416900617205,Other,S,Mrs
573,1,1,male,Adult,Alone,3.3100867049215847,Other,S,Mr
574,1,3,female,Young Adult,Alone,2.169053700369523,M,Q,Miss
575,0,3,male,Child,Alone,2.2027647577118348,M,S,Mr
576,0,3,male,Child,Alone,2.740840023925201,M,S,Mr
577,1,2,female,Adult,Alone,2.6390573296152584,M,S,Miss
578,1,1,female,Adult,Family,4.041295341132285,Other,S,Mrs
579,0,3,female,Young Adult,Family,2.738146075922933,M,C,Mrs
580,1,3,male,Adult,Alone,2.188856327665703,M,S,Mr
581,1,2,female,Young Adult,Family,3.4339872044851463,M,S,Miss
582,1,1,female,Adult,Family,4.717456363787216,Other,C,Mrs
583,0,2,male,Adult,Alone,3.295836866004329,M,S,Mr
584,0,1,male,Adult,Alone,3.716616209085536,Other,C,Mr
585,0,3,male,Young Adult,Alone,2.2734137156937657,M,C,Mr
586,1,1,female,Child,Family,4.390118804571218,Other,S,Miss
587,0,2,male,Adult,Alone,2.772588722239781,M,S,Mr
588,1,1,male,Adult,Family,4.384523514872469,Other,C,Mr
589,0,3,male,Young Adult,Alone,2.2027647577118348,M,S,Mr
590,0,3,male,Young Adult,Alone,2.2027647577118348,M,S,Mr
591,0,3,male,Adult,Alone,2.094945728215801,M,S,Mr
592,1,1,female,Adult,Family,4.37281811610993,Other,C,Mrs
593,0,3,male,Adult,Alone,2.1102132003465894,M,S,Mr
594,0,3,female,Young Adult,Family,2.169053700369523,M,Q,Miss
595,0,2,male,Adult,Family,3.295836866004329,M,S,Mr
596,0,3,male,Adult,Family,3.224857896545748,M,S,Mr
597,1,2,female,Young Adult,Alone,3.5263605246161616,M,S,Miss
598,0,3,male,Adult,Alone,0.0,M,S,Mr
599,0,3,male,Young Adult,Alone,2.1071782966514356,M,C,Mr
600,1,1,male,Adult,Family,4.0592215752427645,Other,C,Other
601,1,2,female,Young Adult,Family,3.332204510175204,M,S,Mrs
602,0,3,male,Young Adult,Alone,2.1855792552411137,M,S,Mr
603,0,1,male,Young Adult,Alone,3.770459441106359,M,S,Mr
604,0,3,male,Adult,Alone,2.2027647577118348,M,S,Mr
605,1,1,male,Adult,Alone,3.3160025355989236,M,C,Mr
606,0,3,male,Adult,Family,2.806386101823072,M,S,Mr
607,0,3,male,Young Adult,Alone,2.1855792552411137,M,S,Mr
608,1,1,male,Young Adult,Alone,3.449987545831587,M,S,Mr
609,1,2,female,Young Adult,Family,3.7513658711253766,M,C,Mrs
610,1,1,female,Adult,Alone,5.039951348430309,Other,S,Miss
611,0,3,female,Adult,Family,3.4742929367327062,M,S,Mrs
612,0,3,male,Young Adult,Alone,2.0856720914304723,M,S,Mr
613,1,3,female,Young Adult,Family,2.803360380906535,M,Q,Miss
614,0,3,male,Young Adult,Alone,2.169053700369523,M,Q,Mr
615,0,3,male,Adult,Alone,2.2027647577118348,M,S,Mr
616,1,2,female,Young Adult,Family,4.189654742026425,M,S,Miss
617,0,3,male,Adult,Family,2.7343675094195836,M,S,Mr
618,0,3,female,Young Adult,Family,2.8390784635086144,M,S,Mrs
619,1,2,female,Infant,Family,3.6888794541139363,Other,S,Miss
620,0,2,male,Young Adult,Alone,2.4423470353692043,M,S,Mr
621,0,3,male,Young Adult,Family,2.737880811060884,M,C,Mr
622,1,1,male,Adult,Family,3.9806942251907276,Other,S,Mr
623,1,3,male,Child,Family,2.817902613071225,M,C,Mr
624,0,3,male,Young Adult,Alone,2.180891922715322,M,S,Mr
625,0,3,male,Young Adult,Alone,2.8390784635086144,M,S,Mr
626,0,1,male,Adult,Alone,3.5061818266142577,Other,S,Mr
627,0,2,male,Adult,Alone,2.5915163848462583,M,Q,Other
628,1,1,female,Young Adult,Alone,4.368919865004903,Other,S,Miss
629,0,3,male,Young Adult,Alone,2.1855792552411137,M,S,Mr
630,0,3,male,Young Adult,Alone,2.167143305297764,M,Q,Mr
631,1,1,male,Senior,Alone,3.4339872044851463,Other,S,Mr
632,0,3,male,Adult,Alone,2.086193694502369,M,S,Mr
633,1,1,male,Adult,Alone,3.449987545831587,Other,C,Other
634,0,1,male,Young Adult,Alone,0.0,M,S,Mr
635,0,3,female,Child,Family,3.3638415951183864,M,S,Miss
636,1,2,female,Young Adult,Alone,2.6390573296152584,M,S,Miss
637,0,3,male,Adult,Alone,2.188856327665703,M,S,Mr
638,0,2,male,Adult,Family,3.305053521109253,M,S,Mr
639,0,3,female,Adult,Family,3.705920919968788,M,S,Mrs
640,0,3,male,Young Adult,Family,2.8390784635086144,M,S,Mr
641,0,3,male,Child,Alone,2.180891922715322,M,S,Mr
642,1,1,female,Young Adult,Alone,4.252771798816619,Other,C,Other
643,0,3,female,Infant,Family,3.3638415951183864,M,S,Miss
644,1,3,male,Young Adult,Alone,4.05171190165724,M,S,Mr
645,1,3,female,Infant,Family,3.0085645861193133,M,C,Miss
646,1,1,male,Adult,Family,4.353230991152628,Other,C,Mr
647,0,3,male,Child,Alone,2.1855792552411137,M,S,Mr
648,1,1,male,Adult,Alone,3.597312260588446,Other,C,Other
649,0,3,male,Young Adult,Alone,2.145931282948669,M,S,Mr
650,1,3,female,Young Adult,Alone,2.145931282948669,M,S,Miss
651,0,3,male,Young Adult,Alone,2.1855792552411137,M,S,Mr
652,1,2,female,Child,Family,3.1780538303479458,M,S,Miss
653,0,3,male,Young Adult,Alone,2.2442459824059346,M,S,Mr
654,1,3,female,Young Adult,Alone,2.17806441028492,M,Q,Miss
655,0,3,female,Child,Alone,2.0476928433652555,M,Q,Miss
656,0,2,male,Young Adult,Family,4.310799125385514,M,S,Mr
657,0,3,male,Young Adult,Alone,2.1855792552411137,M,S,Mr
658,0,3,female,Adult,Family,2.803360380906535,M,Q,Mrs
659,0,2,male,Young Adult,Alone,2.6390573296152584,M,S,Mr
660,0,1,male,Adult,Family,4.738607824217808,Other,C,Mr
661,1,1,male,Adult,Family,4.902678819257608,M,S,Other
662,0,3,male,Adult,Alone,2.1071782966514356,M,C,Mr
663,0,1,male,Adult,Alone,3.2804411805263554,Other,S,Mr
664,0,3,male,Adult,Alone,2.139571923732859,M,S,Mr
665,1,3,male,Child,Family,2.188856327665703,M,S,Mr
666,0,2,male,Adult,Family,4.310799125385514,M,S,Mr
667,0,2,male,Young Adult,Alone,2.6390573296152584,M,S,Mr
668,0,3,male,Young Adult,Alone,2.1719067693519296,M,S,Mr
669,0,3,male,Adult,Alone,2.2027647577118348,M,S,Mr
670,1,1,female,Young Adult,Family,3.970291913552122,Other,S,Mrs
671,1,2,female,Adult,Family,3.6888794541139363,M,S,Mrs
672,0,1,male,Adult,Family,3.970291913552122,Other,S,Mr
673,0,2,male,Senior,Alone,2.4423470353692043,M,S,Mr
674,1,2,male,Adult,Alone,2.6390573296152584,M,S,Mr
675,0,2,male,Young Adult,Alone,0.0,M,S,Mr
676,0,3,male,Child,Alone,2.1719067693519296,M,S,Mr
677,0,3,male,Young Adult,Alone,2.2027647577118348,M,S,Mr
678,1,3,female,Child,Alone,2.3833998102837652,M,S,Miss
679,0,3,female,Adult,Family,3.8691155044168695,M,S,Mrs
680,1,1,male,Adult,Family,6.240917354759096,Other,C,Mr
681,0,3,female,Young Adult,Alone,2.212386825075897,M,Q,Miss
682,1,1,male,Young Adult,Alone,4.353230991152628,Other,C,Mr
683,0,3,male,Child,Alone,2.3248357019288655,M,S,Mr
684,0,3,male,Child,Family,3.8691155044168695,M,S,Mr
685,0,2,male,Adult,Family,3.6888794541139363,M,S,Mr
686,0,2,male,Young Adult,Family,3.7513658711253766,M,C,Mr
687,0,3,male,Child,Family,3.705920919968788,M,S,Mr
688,0,3,male,Child,Alone,2.4133032309283076,M,S,Mr
689,0,3,male,Child,Alone,2.174274334826008,M,S,Mr
690,1,1,female,Child,Family,5.35817698994543,Other,S,Miss
691,1,1,male,Adult,Family,4.060443010546419,Other,S,Mr
692,1,3,female,Infant,Family,2.668387256845834,M,C,Miss
693,1,3,male,Young Adult,Alone,4.05171190165724,M,S,Mr
694,0,3,male,Young Adult,Alone,2.1071782966514356,M,C,Mr
695,0,1,male,Adult,Alone,3.3160025355989236,M,S,Other
696,0,2,male,Adult,Alone,2.6741486494265287,M,S,Mr
697,0,3,male,Adult,Alone,2.2027647577118348,M,S,Mr
698,1,3,female,Young Adult,Alone,2.167143305297764,M,Q,Miss
699,0,1,male,Adult,Family,4.717456363787216,Other,C,Mr
700,0,3,male,Adult,Alone,2.157559320943788,Other,S,Mr
701,1,1,female,Child,Family,5.4316456135398825,Other,C,Mrs
702,1,1,male,Adult,Alone,3.3064287218760624,Other,S,Mr
703,0,3,female,Child,Family,2.737880811060884,M,C,Miss
704,0,3,male,Young Adult,Alone,2.1681046787623672,M,Q,Mr
705,0,3,male,Young Adult,Family,2.180891922715322,M,S,Mr
706,0,2,male,Adult,Alone,3.295836866004329,M,S,Mr
707,1,2,female,Adult,Alone,2.6741486494265287,M,S,Mrs
708,1,1,male,Adult,Alone,3.3064287218760624,Other,S,Mr
709,1,1,female,Young Adult,Alone,5.027492411162679,M,S,Miss
710,1,3,male,Young Adult,Family,2.7878344138303452,M,C,Master
711,1,1,female,Young Adult,Alone,3.922056501139853,Other,C,Other
712,0,1,male,Young Adult,Alone,3.3160025355989236,Other,S,Mr
713,1,1,male,Adult,Family,3.970291913552122,Other,S,Mr
714,0,3,male,Young Adult,Alone,2.3497835148230464,M,S,Mr
715,0,2,male,Adult,Alone,2.6390573296152584,M,S,Mr
716,0,3,male,Child,Alone,2.157559320943788,Other,S,Mr
717,1,1,female,Adult,Alone,5.4316456135398825,Other,C,Miss
718,1,2,female,Young Adult,Alone,2.4423470353692043,Other,S,Miss
719,0,3,male,Young Adult,Alone,2.803360380906535,M,Q,Mr
720,0,3,male,Adult,Alone,2.1719067693519296,M,S,Mr
721,1,2,female,Child,Family,3.5263605246161616,M,S,Miss
722,0,3,male,Child,Family,2.086193694502369,M,S,Mr
723,0,2,male,Adult,Alone,2.6390573296152584,M,S,Mr
724,0,2,male,Adult,Alone,2.6390573296152584,M,S,Mr
725,1,1,male,Young Adult,Family,3.9908341858524357,Other,S,Mr
726,0,3,male,Child,Alone,2.2682524139135403,M,S,Mr
727,1,2,female,Young Adult,Family,3.091042453358316,M,S,Mrs
728,1,3,female,Young Adult,Alone,2.1676241075599285,M,Q,Miss
729,0,2,male,Young Adult,Family,3.295836866004329,M,S,Mr
730,0,3,female,Young Adult,Family,2.188856327665703,M,S,Miss
731,1,1,female,Young Adult,Alone,5.35817698994543,Other,S,Miss
732,0,3,male,Child,Alone,2.9850504252071306,M,C,Mr
733,0,2,male,Young Adult,Alone,0.0,M,S,Mr
734,0,2,male,Young Adult,Alone,2.6390573296152584,M,S,Mr
735,0,2,male,Young Adult,Alone,2.6390573296152584,M,S,Mr
736,0,3,male,Young Adult,Alone,2.8390784635086144,M,S,Mr
737,0,3,female,Adult,Family,3.5660053559634015,M,S,Mrs
738,1,1,male,Adult,Alone,6.240917354759096,Other,C,Mr
739,0,3,male,Young Adult,Alone,2.1855792552411137,M,S,Mr
740,0,3,male,Young Adult,Alone,2.1855792552411137,M,S,Mr
741,1,1,male,Young Adult,Alone,3.4339872044851463,Other,S,Mr
742,0,1,male,Adult,Family,4.380149874661021,Other,S,Mr
743,1,1,female,Young Adult,Family,5.5735788721243535,Other,C,Miss
744,0,3,male,Young Adult,Family,2.8390784635086144,M,S,Mr
745,1,3,male,Adult,Alone,2.188856327665703,M,S,Mr
746,0,1,male,Senior,Family,4.276666119016055,Other,S,Other
747,0,3,male,Child,Family,3.056356895370426,M,S,Mr
748,1,2,female,Young Adult,Alone,2.6390573296152584,M,S,Miss
749,0,1,male,Child,Family,3.9908341858524357,Other,S,Mr
750,0,3,male,Adult,Alone,2.169053700369523,M,Q,Mr
751,1,2,female,Infant,Family,3.1780538303479458,M,S,Miss
752,1,3,male,Child,Family,2.600836116795061,Other,S,Master
753,0,3,male,Adult,Alone,2.3513752571634776,M,S,Mr
754,0,3,male,Young Adult,Alone,2.1855792552411137,M,S,Mr
755,1,2,female,Adult,Family,4.189654742026425,M,S,Mrs
756,1,2,male,Infant,Family,2.740840023925201,M,S,Master
757,0,3,male,Young Adult,Alone,2.174274334826008,M,S,Mr
758,0,2,male,Child,Alone,2.5257286443082556,M,S,Mr
759,0,3,male,Adult,Alone,2.2027647577118348,M,S,Mr
760,1,1,female,Adult,Alone,4.471638793363569,Other,S,Other
761,0,3,male,Young Adult,Alone,2.740840023925201,M,S,Mr
762,0,3,male,Adult,Alone,2.094945728215801,M,S,Mr
763,1,3,male,Child,Alone,2.1076888046179385,M,C,Mr
764,1,1,female,Adult,Family,4.795790545596741,Other,S,Mrs
765,0,3,male,Child,Alone,2.1719067693519296,M,S,Mr
766,1,1,female,Adult,Family,4.368919865004903,Other,S,Mrs
767,0,1,male,Young Adult,Alone,3.703768066607687,M,C,Other
768,0,3,female,Adult,Alone,2.169053700369523,M,Q,Miss
769,0,3,male,Young Adult,Family,3.224857896545748,M,Q,Mr
770,0,3,male,Adult,Alone,2.236712348843338,M,S,Mr
771,0,3,male,Young Adult,Alone,2.3513752571634776,M,S,Mr
772,0,3,male,Adult,Alone,2.180891922715322,M,S,Mr
773,0,2,female,Adult,Alone,2.4423470353692043,Other,S,Mrs
774,0,3,male,Young Adult,Alone,2.1071782966514356,M,C,Mr
775,1,2,female,Adult,Family,3.1780538303479458,M,S,Mrs
776,0,3,male,Child,Alone,2.169053700369523,M,S,Mr
777,0,3,male,Young Adult,Alone,2.169053700369523,Other,Q,Mr
778,1,3,female,Infant,Alone,2.600836116795061,M,S,Miss
779,0,3,male,Young Adult,Alone,2.1676241075599285,M,Q,Mr
780,1,1,female,Adult,Family,5.35817698994543,Other,S,Mrs
781,1,3,female,Child,Alone,2.1076888046179385,M,C,Miss
782,1,1,female,Child,Family,4.060443010546419,Other,S,Mrs
783,0,1,male,Young Adult,Alone,3.4339872044851463,Other,S,Mr
784,0,3,male,Young Adult,Family,3.196630215920881,M,S,Mr
785,0,3,male,Young Adult,Alone,2.0856720914304723,M,S,Mr
786,0,3,male,Young Adult,Alone,2.1102132003465894,M,S,Mr
787,1,3,female,Child,Alone,2.139571923732859,M,S,Miss
788,0,3,male,Child,Family,3.405355391810819,M,Q,Master
789,1,3,male,Infant,Family,3.0715352369694915,M,S,Master
790,0,1,male,Adult,Alone,4.384523514872469,Other,C,Mr
791,0,3,male,Young Adult,Alone,2.169053700369523,M,Q,Mr
792,0,2,male,Child,Alone,3.295836866004329,M,S,Mr
793,0,3,female,Young Adult,Family,4.256321678298823,M,S,Miss
794,0,1,male,Young Adult,Alone,3.4561841799918147,M,C,Mr
795,0,3,male,Young Adult,Alone,2.1855792552411137,M,S,Mr
796,0,2,male,Adult,Alone,2.6390573296152584,M,S,Mr
797,1,1,female,Adult,Alone,3.2932111997353943,Other,S,Other
798,1,3,female,Adult,Alone,2.270402752283094,M,S,Mrs
799,0,3,male,Young Adult,Alone,2.1076888046179385,M,C,Mr
800,0,3,female,Young Adult,Family,3.224857896545748,M,S,Mrs
801,0,2,male,Adult,Alone,2.6390573296152584,M,S,Mr
802,1,2,female,Adult,Family,3.305053521109253,M,S,Mrs
803,1,1,male,Child,Family,4.795790545596741,Other,S,Master
804,1,3,male,Infant,Family,2.2530481500547457,M,C,Master
805,1,3,male,Young Adult,Alone,2.076311648670908,M,S,Mr
806,0,3,male,Adult,Alone,2.1719067693519296,M,S,Mr
807,0,1,male,Adult,Alone,0.0,Other,S,Mr
808,0,3,female,Child,Alone,2.1719067693519296,M,S,Miss
809,0,2,male,Adult,Alone,2.6390573296152584,M,S,Mr
810,1,1,female,Adult,Family,3.9908341858524357,Other,S,Mrs
811,0,3,male,Young Adult,Alone,2.184645795129359,M,S,Mr
812,0,3,male,Adult,Alone,3.224857896545748,M,S,Mr
813,0,2,male,Adult,Alone,2.4423470353692043,M,S,Mr
814,0,3,female,Child,Family,3.4742929367327062,M,S,Miss
815,0,3,male,Adult,Alone,2.2027647577118348,M,S,Mr
816,0,1,male,Young Adult,Alone,0.0,Other,S,Mr
817,0,3,female,Young Adult,Alone,2.188856327665703,M,S,Miss
818,0,2,male,Adult,Family,3.637696679934592,M,C,Mr
819,0,3,male,Adult,Alone,2.0082140323914683,M,S,Mr
820,0,3,male,Child,Family,3.3638415951183864,M,S,Master
821,1,1,female,Adult,Family,4.548599834499697,Other,S,Mrs
822,1,3,male,Young Adult,Alone,2.2682524139135403,M,S,Mr
823,0,1,male,Adult,Alone,0.0,M,S,Other
824,1,3,female,Young Adult,Family,2.600836116795061,Other,S,Mrs
825,0,3,male,Infant,Family,3.705920919968788,M,S,Master
826,0,3,male,Young Adult,Alone,2.0731719286662407,M,Q,Mr
827,0,3,male,Young Adult,Alone,4.05171190165724,M,S,Mr
828,1,2,male,Infant,Family,3.637696679934592,M,C,Master
829,1,3,male,Young Adult,Alone,2.169053700369523,M,Q,Mr
830,1,1,female,Adult,Alone,4.394449154672439,Other,C,Mrs
831,1,3,female,Child,Family,2.737880811060884,M,C,Mrs
832,1,2,male,Infant,Family,2.9831534913471307,M,S,Master
833,0,3,male,Young Adult,Alone,2.1076888046179385,M,C,Mr
834,0,3,male,Young Adult,Alone,2.180891922715322,M,S,Mr
835,0,3,male,Child,Alone,2.2300144001592104,M,S,Mr
836,1,1,female,Adult,Family,4.432699549165613,Other,C,Miss
837,0,3,male,Young Adult,Alone,2.2682524139135403,M,S,Mr
838,0,3,male,Young Adult,Alone,2.2027647577118348,M,S,Mr
